,name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
1556,Anademanantina Tirupathi,Laxmi,https://open.spotify.com/embed/track/7gr6AZ9kgzGqvS5LoyAkgV?utm_source=generator,0.854,0.335,0.138,0.8028844721237225,0.0923,energetic
1557,Deepali,RaghavaLawrence,https://open.spotify.com/embed/track/6nmqcWriTyvwAXmS40k1yN?utm_source=generator,0.819,0.0154,0.523,0.7088709437110761,0.128,energetic
1558,Musugu Veyyoddu,Devi Sri Prasad,https://open.spotify.com/embed/track/6Aa2xJJWP9UuviIwYWJqjB?utm_source=generator,0.793,0.0575,0.182,0.8194225096099408,0.207,energetic
1559,Varsham Munduga,Joshua Sridhar,https://open.spotify.com/embed/track/19o5ECC3CTmK34a3x4pOPv?utm_source=generator,0.741,0.318,0.246,0.7955243004857118,0.0424,energetic
1560,Eenaadu Kattukunna,S. P. Kodandapani,https://open.spotify.com/embed/track/1sNKmBoDMJDUNrMjfmg8TM?utm_source=generator,0.488,0.593,0.364,0.6715933132691678,0.0659,cheerful
1561,Nuvante Nakistamani,R. P. Patnaik,https://open.spotify.com/embed/track/1DpG1xxz90gjxjmbuNc4Z7?utm_source=generator,0.677,0.247,0.109,0.7842009595041569,0.0752,energetic
1562,Pade Pade Kannulive,Pendyala,https://open.spotify.com/embed/track/7iDoEtrMSh1ZfBJuYTDYNc?utm_source=generator,0.561,0.971,0.148,0.6518072648171878,0.123,Chill
1563,Kamareddy Chinnadi,Paligiri Rajendar,https://open.spotify.com/embed/track/3Tg3HWGs0U2rM7U4FWBElt?utm_source=generator,0.761,0.0185,0.162,0.8193927113441998,0.0612,energetic
1564,Sreekaram Edi Maro Charithraki,Koti,https://open.spotify.com/embed/track/7xbW3J0Q7LEEidoQZhUPQN?utm_source=generator,0.588,0.23,0.147,0.7256771655889628,0.0723,energetic
1565,Catch Me,Devi Sri Prasad,https://open.spotify.com/embed/track/6dSCy1adfcAILYyEhXRRa8?utm_source=generator,0.775,0.0837,0.0384,0.7425429839983313,0.0685,energetic
1566,Nacchinavuro,Shirisha,https://open.spotify.com/embed/track/6pJKlaMumw6GifNM46EDuX?utm_source=generator,0.81,0.583,0.148,0.8210018176942102,0.249,romantic
1567,"Dinchak (From ""Red"")",Keerthana Sharma,https://open.spotify.com/embed/track/0iT2FnhutL3yJh7DXy1SOG?utm_source=generator,0.853,0.136,0.0465,0.8346196251378171,0.22,energetic
1568,Kallumoosi,Gopi Sundar,https://open.spotify.com/embed/track/55uVx1s7InHUFdyw3iDJny?utm_source=generator,0.854,0.337,0.0649,0.7320539944575226,0.0554,energetic
1569,Nunugu Misalodu,M. M. Keeravani,https://open.spotify.com/embed/track/7a7badaPkBz9NWMWnPTwN5?utm_source=generator,0.647,0.346,0.081,0.6355076134568969,0.137,romantic
1570,Eandibe Ettaaga Undi,M. M. Keeravani,https://open.spotify.com/embed/track/4eAwLxeHYE9Tg1tbju2uz7?utm_source=generator,0.53,0.7,0.278,0.6396197741291457,0.463,Chill
1571,Goronka Gootike,K. V. Mahadevan,https://open.spotify.com/embed/track/0KRZMowU4Q66i81DWCcCLM?utm_source=generator,0.562,0.769,0.146,0.603474477785393,0.0544,Chill
1572,Sirula Nosage,Vandemataram Srinivas,https://open.spotify.com/embed/track/0HfKdr3yjChjL0195O6QNx?utm_source=generator,0.492,0.199,0.218,0.8429631395452785,0.0639,energetic
1573,Pranam Pothunna,Yuvan Shankar Raja,https://open.spotify.com/embed/track/2yyOgnukcQCppigRdL0IX1?utm_source=generator,0.618,0.777,0.11,0.7238296731130249,0.0298,Chill
1574,Aaskasam Eenatido,Ilaiyaraaja,https://open.spotify.com/embed/track/69qYaWssICBZIbhryZ5VSb?utm_source=generator,0.699,0.905,0.079,0.6215024285586579,0.052,Chill
1575,Oura Ammaka Chella,M. M. Keeravani,https://open.spotify.com/embed/track/06eQc1YB0r8HCO9uQmgAYs?utm_source=generator,0.605,0.837,0.0947,0.6569921630561102,0.0986,Chill
1576,Natho Vasthava,Devi Sri Prasad,https://open.spotify.com/embed/track/7doa67iBLqeFDhMKcMOJHx?utm_source=generator,0.674,0.312,0.192,0.7321135909890045,0.169,energetic
1577,Ninnu Nannu,Mickey J. Meyer,https://open.spotify.com/embed/track/4IflXd2hWBaw2jHX7SqRRZ?utm_source=generator,0.609,0.788,0.0969,0.6821418993414583,0.0242,Chill
1578,Nu Eppude Pilla,D. Imman,https://open.spotify.com/embed/track/4PgN4l9BBg907YY4ABgYxD?utm_source=generator,0.473,0.113,0.139,0.8181411841830806,0.0946,energetic
1579,"Bellam Sridevi - From ""Supreme""",Various Artists,https://open.spotify.com/embed/track/3uROXkvHbttFQN6n7T9WRb?utm_source=generator,0.626,0.0529,0.827,0.7842009595041569,0.23,cheerful
1580,Okapari,Unnikrishnan,https://open.spotify.com/embed/track/15QrLntRt8kyIUgyamY6l4?utm_source=generator,0.405,0.82,0.239,0.7223099615602373,0.164,Chill
1581,Hey Menina,Chaitan Bharadwaj,https://open.spotify.com/embed/track/2XZI0bjOzPgZ5LSp4w54sx?utm_source=generator,0.762,0.374,0.214,0.787329777406955,0.0954,romantic
1582,Pibare Rama Rasam,Phani Narayana,https://open.spotify.com/embed/track/2qQY4aob8d9hyS7AZSUEEb?utm_source=generator,0.496,0.773,0.0842,0.6559492237551775,0.106,Chill
1583,Sakkanodu,A-B,https://open.spotify.com/embed/track/3EE5WItAPZdnKNL8GNj6lF?utm_source=generator,0.895,0.3,0.115,0.721475610119491,0.245,energetic
1584,Annapoorne Visalakshi (Raga: Sama; Tala: Adi),Sikkil Mala Chandrasekhar,https://open.spotify.com/embed/track/3Jn8RXs7HOZLuChY5ba18t?utm_source=generator,0.519,0.966,0.0905,0.6207276736493936,0.107,Chill
1585,Puttintollu Tharimesaaru,K. Chakravarthy,https://open.spotify.com/embed/track/2lbx1JdGd0Gr7deuaBI0yF?utm_source=generator,0.704,0.971,0.108,0.750350129622456,0.247,Chill
1586,Okey Oka Lokam,Arun Chiluveru,https://open.spotify.com/embed/track/0CHCU726JnK7AIdbqrzN9Y?utm_source=generator,0.757,0.258,0.103,0.7885813045680742,0.0793,energetic
1587,"Chick Chiklet - From ""Rikshavodu""",Baba Sehgal,https://open.spotify.com/embed/track/2g0iUyNrTKn9258eqxMtQn?utm_source=generator,0.886,0.0919,0.584,0.8659971989630204,0.103,energetic
1588,Devudey Dhigi,R. P. Patnaik,https://open.spotify.com/embed/track/4Y3HG8mmJYpHN05X7SWWHI?utm_source=generator,0.793,0.2,0.191,0.791769719002354,0.121,energetic
1589,Eyi Raja,Thaman S,https://open.spotify.com/embed/track/2R8JubrAwOWuUuKifnI7H4?utm_source=generator,0.697,0.643,0.108,0.7218927858398642,0.0765,romantic
1590,O Maghuve Neetho,Chakri,https://open.spotify.com/embed/track/6omfoMnhgrfOc7D5CaGkhR?utm_source=generator,0.684,0.175,0.233,0.7611371018206741,0.0577,energetic
1591,Yemaindo Yemo Ee Vela,Deva,https://open.spotify.com/embed/track/4HPS8T93nJ7OYUMtycARmW?utm_source=generator,0.749,0.192,0.246,0.6103578771715488,0.106,energetic
1592,Kondakaki,Harris Jayaraj,https://open.spotify.com/embed/track/6foVpQQXApEJ7SgJqWgzbC?utm_source=generator,0.775,0.0982,0.0549,0.757114335945648,0.181,energetic
1593,Panchirey,Shankar-Ehsaan-Loy,https://open.spotify.com/embed/track/7lnoKCjdDeOi4N8233zlO6?utm_source=generator,0.706,0.0418,0.0799,0.7325009684436367,0.0309,energetic
1594,Dil Mangey More,Chakri,https://open.spotify.com/embed/track/1yT9F0UJR45gbb5WfdHUK4?utm_source=generator,0.79,0.0834,0.0729,0.7813999225245091,0.0781,energetic
1595,Thassadiyya,Devi Sri Prasad,https://open.spotify.com/embed/track/5HVuVRgtLFrACoiB8vv4Ah?utm_source=generator,0.798,0.169,0.0542,0.8206740367710599,0.0514,energetic
1596,Ekkada Ekkada,Mani Sharma,https://open.spotify.com/embed/track/1nV9Nxh5bCYnJ372qcFIbT?utm_source=generator,0.634,0.185,0.34,0.7474596978455854,0.074,energetic
1597,O Sakkanoda,Santhosh Narayanan,https://open.spotify.com/embed/track/2gOQUNjZkQ5z3AtKlEZoag?utm_source=generator,0.754,0.733,0.176,0.7928424565690277,0.0625,romantic
1598,Raja Raja Aradhithe Niroshta Thistra Adi Muthiah Bhagavathar,Kadri Gopalnath & A.K.Palanivel,https://open.spotify.com/embed/track/5j6XtnG3AkyeZqiIdDEisW?utm_source=generator,0.626,0.757,0.0814,0.8098870645728419,0.0785,Chill
1599,"Allari Motha (From ""Brahmastra (Telugu)"")",Pritam,https://open.spotify.com/embed/track/02WBEBJJX1R2UrYSUrAPi6?utm_source=generator,0.654,0.0428,0.249,0.8282427962692571,0.119,energetic
1600,Ramakathanu Vinarayyaa,Ghantasala,https://open.spotify.com/embed/track/7wjAq8RdPSpgnnYUekd7e5?utm_source=generator,0.386,0.993,0.549,0.6283560296790727,0.0799,Chill
1601,Cherlapatelguda Kale Vamshi Memorable Song,A Clement,https://open.spotify.com/embed/track/2xL5cHWXgOuiwTdYGgNAVe?utm_source=generator,0.742,0.483,0.122,0.7105694448583093,0.169,romantic
1602,Paddade Pegguraa Maavayya,G. V. Prakash,https://open.spotify.com/embed/track/0hRFTD6yU0yIxaaZ4TxhLN?utm_source=generator,0.892,0.508,0.214,0.7911439554217945,0.206,romantic
1603,Dum Dum Dolu Baaje,Anup Rubens,https://open.spotify.com/embed/track/5MyESNJmP58jGZMF97hljq?utm_source=generator,0.844,0.168,0.33,0.7739801543550165,0.223,energetic
1604,Em Maya Chesavo,Anup Rubens,https://open.spotify.com/embed/track/1CBzlaKlSBkb1x3jv27t5y?utm_source=generator,0.805,0.157,0.0468,0.7317560118001133,0.0444,energetic
1605,Nenu Puttanu,K. V. Mahadevan,https://open.spotify.com/embed/track/10g4CE0VLs4ywXGepPna8L?utm_source=generator,0.705,0.818,0.112,0.8261867159331328,0.142,Chill
1606,Thee Thee Theeyanee,A.R. Rahman,https://open.spotify.com/embed/track/0vXFArdnih49HFWhPeqom3?utm_source=generator,0.765,0.665,0.0698,0.5091331684495963,0.0698,romantic
1607,Raga Bhairavi / Raagam-Taanam,T. N. Krishnan,https://open.spotify.com/embed/track/11N16vE0jjIFgLaz6jN4XF?utm_source=generator,0.4,0.991,0.134,0.5632766173008732,0.0387,Chill
1608,Jai Balayya,Thaman S,https://open.spotify.com/embed/track/798gW1ukNF0nQir6XLiUH2?utm_source=generator,0.764,0.597,0.197,0.7855418814624989,0.121,romantic
1609,Kashmiri Loyalo,K. Chakravarthy,https://open.spotify.com/embed/track/6VXiHWJVUPy9aM3OV8dTTm?utm_source=generator,0.586,0.793,0.113,0.7926338687088412,0.0923,Chill
1610,Anuragame Mantramga,S.A. Rajkumar,https://open.spotify.com/embed/track/27sLbeSvAZg72EHF6r1WmN?utm_source=generator,0.716,0.528,0.461,0.921600762835603,0.0522,cheerful
1611,Pachani Chilukalu,Hariharan,https://open.spotify.com/embed/track/3YFsWxInJgwOgZ5WvfJqjL?utm_source=generator,0.747,0.154,0.0376,0.4838940373670253,0.0353,energetic
1612,Ramuloo Ramulaa,Thaman S,https://open.spotify.com/embed/track/7vGMTsKLnCOKqIjFhwWRYR?utm_source=generator,0.663,0.415,0.158,0.8279150153461069,0.152,romantic
1613,Samajavaragamana,Thaman S,https://open.spotify.com/embed/track/3j9DrRebdWK1jkpOw9FZUy?utm_source=generator,0.568,0.91,0.124,0.7832772132661879,0.0345,Chill
1614,Pyaari Saha,Harsha Prawin,https://open.spotify.com/embed/track/7rmI4K0Ae7iY5v4DxgXSSi?utm_source=generator,0.854,0.35,0.208,0.7910843588903126,0.0579,romantic
1615,Nagumomu,K. V. Mahadevan,https://open.spotify.com/embed/track/6nTNrn1bfkbowgJrY8QZmx?utm_source=generator,0.418,0.521,0.379,0.8542268839953515,0.0557,cheerful
1616,Laalu Darwaja,Mani Sharma,https://open.spotify.com/embed/track/2Oh3Gctahc7NnLiy598erR?utm_source=generator,0.767,0.189,0.109,0.8138502339163861,0.285,energetic
1617,Cinema Choopistha Mama,Thaman S,https://open.spotify.com/embed/track/4HTDl31KMbRxWrH778ffvV?utm_source=generator,0.671,0.744,0.0978,0.6866414374683394,0.513,romantic
1618,Mavilla Remix,Thaman S,https://open.spotify.com/embed/track/6U7DBulwOSNslSxzzGuTaa?utm_source=generator,0.792,0.346,0.12,0.7197771089722579,0.12,romantic
1619,Hey - Nenera Yuva Hero,Hamsalekha,https://open.spotify.com/embed/track/2qJjhZTRlSFMGToaNT1eiR?utm_source=generator,0.631,0.739,0.921,0.7034476593462261,0.307,cheerful
1620,Vathapi - Hamsadwani - Adi,Trichy L. Saravanan,https://open.spotify.com/embed/track/64LBObUGInjuCrGp0BdJUa?utm_source=generator,0.463,0.968,0.158,0.6562770046783277,0.0356,Chill
1621,Ceturylu Kotte,Ilaiyaraaja,https://open.spotify.com/embed/track/5W48zAKSD7mn5CbC7WfeBK?utm_source=generator,0.516,0.236,0.307,0.7694508179623947,0.327,energetic
1622,Mammu I Miss You,Deepthi Sayanora,https://open.spotify.com/embed/track/32fQk7N9jqGif2nH8nzzBU?utm_source=generator,0.534,0.511,0.114,0.7720730653475968,0.0298,romantic
1623,Oh Sunitha,Vishal Sekhar,https://open.spotify.com/embed/track/2tpRYwhooj6XmpZZFCU2wu?utm_source=generator,0.911,0.285,0.122,0.7862272415745404,0.0809,energetic
1624,Sannaga Veeche Challagaaliki,Ghantasala,https://open.spotify.com/embed/track/55zxMXa0zWmqqdDP7Yjpft?utm_source=generator,0.45,0.908,0.0608,0.674245358920111,0.0431,Chill
1625,Bheemla Back On Duty,Thaman S,https://open.spotify.com/embed/track/0pJwJJVXazQanbOouX7rN6?utm_source=generator,0.774,0.335,0.17,0.6977561905897077,0.148,romantic
1626,Shava Shava,Vishal Sekhar,https://open.spotify.com/embed/track/5vfybkwQuJ3fV3QMfS8qDg?utm_source=generator,0.702,0.0229,0.0903,0.8145355940284276,0.0532,energetic
1627,Chilakamma Palikindi,Sathyam,https://open.spotify.com/embed/track/7GHgcbabmbI3BjuNwAR27X?utm_source=generator,0.454,0.792,0.331,0.6543103191394262,0.0379,Chill
1628,Vayase Oka Poolathota,K. V. Mahadevan,https://open.spotify.com/embed/track/2lElevLp2V0Ifl2Vo1S7Th?utm_source=generator,0.523,0.808,0.404,0.6750201138293752,0.067,Chill
1629,Kondalalo,Unnikrishnan,https://open.spotify.com/embed/track/3tnI1WyFg1BzrhnU3lhxqF?utm_source=generator,0.592,0.72,0.119,0.7551774486724874,0.0392,Chill
1630,Kolokoloyanna,Ghantasala,https://open.spotify.com/embed/track/1lJiPkcEyCCaIYuq0yZiTO?utm_source=generator,0.537,0.741,0.566,0.7311302482195536,0.197,cheerful
1631,My Name Is Bangaram,Bole Shavali,https://open.spotify.com/embed/track/4fhLf0D6Ld6HipRX6JvP60?utm_source=generator,0.771,0.376,0.0612,0.7927828600375458,0.398,romantic
1632,Loka Nayakuda - Come Dance With Me,Himesh Reshammiya,https://open.spotify.com/embed/track/4hzbbmBuq0xvxXsJhg3Kfc?utm_source=generator,0.809,0.246,0.115,0.7584254596382491,0.158,energetic
1633,Choopulu Choopulu,J. V. Raghavulu,https://open.spotify.com/embed/track/0Zx8uCFSZvb94RL2SFoHLL?utm_source=generator,0.561,0.852,0.178,0.7578592925891714,0.0359,Chill
1634,Samininne - Sankarabharanam - Adi (Live),Karaikudi Sambasiva Iyer,https://open.spotify.com/embed/track/0zZ0NYg5T7GBxLNFF49TQn?utm_source=generator,0.329,0.99,0.114,0.3657141154384815,0.047,Chill
1635,Thakadimithom,Devi Sri Prasad,https://open.spotify.com/embed/track/2eGp9IyD2SedGK5e3oFB3Q?utm_source=generator,0.952,0.0265,0.0452,0.660240174021872,0.244,energetic
1636,Om Namo Nama Yavvanama,Ilaiyaraaja,https://open.spotify.com/embed/track/45lm4OTdVJWTh7YjktEFnZ?utm_source=generator,0.769,0.269,0.397,0.7754998659078042,0.0657,energetic
1637,Pedda Puli,Thaman S,https://open.spotify.com/embed/track/4PYJiAIsR6JlgGZbhXPPK1?utm_source=generator,0.767,0.225,0.141,0.8007985935218571,0.145,energetic
1638,Edho Manasu,Koti,https://open.spotify.com/embed/track/56CbeELSimAZhoP7Q3Bpow?utm_source=generator,0.748,0.777,0.714,0.7590214249530678,0.0874,cheerful
1639,Baby U Gonna Miss Me,Devi Sri Prasad,https://open.spotify.com/embed/track/1JPnyBur99AG0lVqriNOk2?utm_source=generator,0.725,0.00191,0.211,0.8178729997914121,0.0461,energetic
1640,Potharam Nikhil Mudhiraju,Mana Hyderabadi Folk,https://open.spotify.com/embed/track/0OrisRgsjkfJubZFsJabtv?utm_source=generator,0.619,0.372,0.0586,0.8935903930391251,0.196,romantic
1641,Tella Tellani Cheera,Mani Sharma,https://open.spotify.com/embed/track/0OhbYCX4RFEEuIQJSrRhUD?utm_source=generator,0.607,0.181,0.0913,0.881045323162192,0.144,energetic
1642,Nadaka Kalisina,Various Artists,https://open.spotify.com/embed/track/6WwC0lT54HpfzNBknjLk6f?utm_source=generator,0.792,0.648,0.0392,0.5183706308292858,0.127,romantic
1643,O Baby O Baby,Yuvan Shankar Raja,https://open.spotify.com/embed/track/50Ac9qhGcZ8lWAi3ucySuN?utm_source=generator,0.769,0.00847,0.0988,0.7599749694567777,0.0419,energetic
1644,Hylessa,M. M. Keeravani,https://open.spotify.com/embed/track/3BM77eR1tvoUmwkQrfUdlk?utm_source=generator,0.593,0.672,0.081,0.7547006764206323,0.0279,romantic
1645,Bellam Sridevi,Sai Karthik,https://open.spotify.com/embed/track/2FTTWwH9X6k04dsLjTwSI6?utm_source=generator,0.626,0.0529,0.827,0.7842009595041569,0.23,cheerful
1646,Nama Ramayana,M. S. Subbulakshmi,https://open.spotify.com/embed/track/2Wy9rLbeuTwEqsSBIdu3SI?utm_source=generator,0.652,0.962,0.703,0.7390565869066421,0.0553,cheerful
1647,Dosti,M. M. Keeravani,https://open.spotify.com/embed/track/04gj1dTfKOsir4SB70LLgS?utm_source=generator,0.681,0.507,0.108,0.7108674275157186,0.0449,romantic
1648,Ding Dong,Devi Sri Prasad,https://open.spotify.com/embed/track/0KLa5Yv20SsLkztFAx1qV7?utm_source=generator,0.755,0.397,0.115,0.7748145057957627,0.23,romantic
1649,Rathalu Rathalu,R. P. Patnaik,https://open.spotify.com/embed/track/2RFmpSIlw6Pz9pEWRwec6m?utm_source=generator,0.62,0.302,0.0333,0.8008879883190798,0.402,energetic
1650,Adhento Gaani Vunnapaatuga,Anirudh Ravichander,https://open.spotify.com/embed/track/6jR5F8G9ZzCEQo27UgUrN6?utm_source=generator,0.392,0.123,0.193,0.8153401472034328,0.0504,energetic
1651,Amma Thale,A.R. Rahman,https://open.spotify.com/embed/track/58vSmZ7K3IKN0RRz3IW8uT?utm_source=generator,0.669,0.0307,0.0768,0.7998450490181472,0.0779,energetic
1652,Jagadhanandha karaka - Nattai - Adi,Flute J A Jayant,https://open.spotify.com/embed/track/7iEG1ZpQ6terq6mTrNdxU4?utm_source=generator,0.503,0.949,0.1,0.6803242051312615,0.159,Chill
1653,Bujji,Santhosh Narayanan,https://open.spotify.com/embed/track/08aR9sL8GoaW1IdzHM6Z7n?utm_source=generator,0.888,0.0641,0.402,0.8567299383175899,0.123,energetic
1654,Pilla Chao,Thaman S,https://open.spotify.com/embed/track/7eT5jwHm6y2hcux3ft2Ojj?utm_source=generator,0.74,0.525,0.382,0.7193897315176256,0.041,romantic
1655,Diyalo Diyala,Devi Sri Prasad,https://open.spotify.com/embed/track/2atS1WwSGF1cCkWXW1Di6P?utm_source=generator,0.629,0.323,0.076,0.9178461813522452,0.189,romantic
1656,Nee Ooru Nee Peru,Various Artists,https://open.spotify.com/embed/track/3FYkwLS30H8Dj74iGAiTp1?utm_source=generator,0.7,0.45,0.0575,0.8082779582228314,0.355,romantic
1657,"Muqabla (From ""Street Dancer 3D"") [Telugu]",Yash Narvekar,https://open.spotify.com/embed/track/5LWtYEKVLEpk4FBdGhZKxy?utm_source=generator,0.821,0.0207,0.364,0.8760094162519741,0.104,energetic
1658,"Aaku Chaatu Pindhe (From ""Vetagadu"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/77lutjUK72rWmPCdkUsqQL?utm_source=generator,0.44,0.79,0.103,0.7863762329032451,0.253,Chill
1659,Okka Rupayi Istha,Manukota Prasad,https://open.spotify.com/embed/track/3OUo6tpqi3fVdbBoJoo8Kb?utm_source=generator,0.548,0.381,0.0908,0.9147769599809292,0.21,romantic
1660,Inthandamga,Devi Sri Prasad,https://open.spotify.com/embed/track/5xf92UTdzPmkKdRR7sGZjf?utm_source=generator,0.596,0.525,0.0962,0.7841115647069341,0.16,romantic
1661,Maro Maro,Mani Sharma,https://open.spotify.com/embed/track/2nIazCRbyNPm3IOg72e9Pi?utm_source=generator,0.794,0.0654,0.0769,0.7695402127596174,0.0533,energetic
1662,"Oura Ammaka Chella (From ""Apathbhandavudu"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/7kfaGKePbycfGRcBXpy6Vz?utm_source=generator,0.605,0.838,0.0947,0.6570517595875921,0.0963,Chill
1663,Paruvam Vanaga,A.R. Rahman,https://open.spotify.com/embed/track/7j10ebEZdn2gAz01HopsF2?utm_source=generator,0.43,0.631,0.0888,0.6163473285854764,0.0347,Chill
1664,Keechurallu,Ilaiyaraaja,https://open.spotify.com/embed/track/4FluDzXB266rMLSZ7HxZzC?utm_source=generator,0.57,0.656,0.0967,0.7831878184689651,0.158,romantic
1665,Oo Antava Oo Oo Antava,Devi Sri Prasad,https://open.spotify.com/embed/track/54A95PPoOFYxmehjCSbrrz?utm_source=generator,0.925,0.34,0.366,0.767037158437379,0.104,energetic
1666,"Dinchak - From ""Utthara""",Suresh Bobbili,https://open.spotify.com/embed/track/58zmDsoEvGPWJYIT7MCwPg?utm_source=generator,0.533,0.153,0.239,0.7670073601716381,0.239,energetic
1667,Galli Pori,Shashank Sheshagiri,https://open.spotify.com/embed/track/0BtzylR9uVApdtC7xSMHS0?utm_source=generator,0.591,0.521,0.67,0.7475788909085492,0.317,cheerful
1668,Chedugugante Bayyam,Vidyasagar,https://open.spotify.com/embed/track/2Lq4YzC2o3KasO28n5mB4R?utm_source=generator,0.572,0.599,0.121,0.8901337942131768,0.393,romantic
1669,Govindha Hari Govindha,M. M. Keeravani,https://open.spotify.com/embed/track/0hne3KMxm6iXL0xDZkGllZ?utm_source=generator,0.658,0.647,0.145,0.7075002234869932,0.0374,romantic
1670,O Prema,Harris Jayaraj,https://open.spotify.com/embed/track/1K7BOhSKs5aWW4gZXt77Ij?utm_source=generator,0.726,0.119,0.163,0.7110164188444233,0.0485,energetic
1671,Julai,Devi Sri Prasad,https://open.spotify.com/embed/track/7aFFOiQbXiDQBLWqOD4AaQ?utm_source=generator,0.658,0.176,0.0498,0.8685300515509997,0.113,energetic
1672,Chary (Where Is The Panchakattu),Devi Sri Prasad,https://open.spotify.com/embed/track/3G9gtHhJbrqOVVGrH60nZT?utm_source=generator,0.794,0.327,0.289,0.8926964450668972,0.194,energetic
1673,Ramesho,Lakshmi,https://open.spotify.com/embed/track/6KmSwgAQLUXkOPv3cD9ohF?utm_source=generator,0.872,0.138,0.0505,0.8617062486963258,0.173,energetic
1674,Bad Boyz,Thaman S,https://open.spotify.com/embed/track/6wkPM3uZEgsh0wz1Fha4ze?utm_source=generator,0.784,0.454,0.11,0.6676599421913645,0.0733,romantic
1675,Raa Raa,Mani Sharma,https://open.spotify.com/embed/track/00EI0KgIyOJXYQwaXUpMUR?utm_source=generator,0.857,0.0776,0.0541,0.708930540242558,0.118,energetic
1676,Bhagyada Lakshmi Baramma - Instrumental,Veena Srivani,https://open.spotify.com/embed/track/0cckP8UhJqr6XhQ3ijAuTD?utm_source=generator,0.54,0.87,0.09,0.7632229804225394,0.0312,Chill
1677,Blast Baby,Thaman S,https://open.spotify.com/embed/track/3uv8hL8IyFNQ2Ur0DCFosg?utm_source=generator,0.711,0.36,0.286,0.8459131678536309,0.056,romantic
1678,Cheppana Cheppana,M.M.Srilekha,https://open.spotify.com/embed/track/77Q3FX8CRnjZEbsjzap4Vh?utm_source=generator,0.645,0.011,0.208,0.748562233678,0.0658,energetic
1679,Subba Lakshmi,Raghu Kunche,https://open.spotify.com/embed/track/6UTM7rkC0PDSht4DSINTl9?utm_source=generator,0.87,0.168,0.168,0.8387615840758068,0.107,energetic
1680,"Oo...Narappa - From ""Narappa""",Dhanunjay Seepana,https://open.spotify.com/embed/track/73sx453UluiCLGzd4d6GeM?utm_source=generator,0.809,0.374,0.253,0.8530647516314551,0.0963,romantic
1681,Thelishindhile Nelaraaja,Various Artists,https://open.spotify.com/embed/track/57xlGd1OWOzOax0oaYIjU9?utm_source=generator,0.555,0.977,0.198,0.602550731547424,0.0687,Chill
1682,Emantaro,Mani Sharma,https://open.spotify.com/embed/track/5sRvQnkOAlUx9fPBHbZNnJ?utm_source=generator,0.499,0.0923,0.142,0.7428409666557407,0.109,energetic
1683,Mukkoti Devathalu,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/2so1p3JYlUOhNimH2PRGV9?utm_source=generator,0.38,0.752,0.209,0.6725766560386186,0.0535,Chill
1684,Chitrambari,Jeyaraaj & Jaysri,https://open.spotify.com/embed/track/4VYbr6sPJzlQ3CNlHbBa4t?utm_source=generator,0.376,0.897,0.138,0.7274054650019369,0.0338,Chill
1685,Khadhhar,MC Hari,https://open.spotify.com/embed/track/6BlFOA7vsaG83IMAbEgkEY?utm_source=generator,0.666,0.135,0.146,0.6147978187669478,0.237,energetic
1686,Don't Stop (From “Nannaku Prematho”),Gopi Sundar,https://open.spotify.com/embed/track/1IEmvCgOzq2xM91YSrPNUC?utm_source=generator,0.832,0.249,0.135,0.8541374891981287,0.0697,energetic
1687,"Two Two Two (From ""Kanmani Rambo Khatija"")",Anirudh Ravichander,https://open.spotify.com/embed/track/7FEqZYaxvVfyj1bEFaocnt?utm_source=generator,0.811,0.0177,0.0781,0.7593194076104771,0.238,energetic
1688,Neeli Meghaalalo - Female Vocals,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/57uco7hsNk5IJoHCGu6cDx?utm_source=generator,0.515,0.976,0.246,0.6492446139634673,0.0482,Chill
1689,Nee Navvula,Anup Rubens,https://open.spotify.com/embed/track/692044OFkn5V3HieRI82PW?utm_source=generator,0.873,0.0715,0.161,0.7231145147352425,0.101,energetic
1690,Oh Eesa,G. V. Prakash,https://open.spotify.com/embed/track/6WM7u9sLYnYgfVxtYgw4O5?utm_source=generator,0.723,0.0149,0.324,0.7889984802884472,0.0417,energetic
1691,Okata Renda,Mani Sharma,https://open.spotify.com/embed/track/2IcON1wkNuPznKWNDtwRaE?utm_source=generator,0.602,0.127,0.114,0.8744599064334456,0.257,energetic
1692,Usumalaresay,Vijay Antony,https://open.spotify.com/embed/track/3NEhorKBjkoTzmTzldTAud?utm_source=generator,0.846,0.527,0.397,0.7389969903751602,0.239,romantic
1693,Kokila Kokila,Koti,https://open.spotify.com/embed/track/42Duf6SvTileoZs63SwyCR?utm_source=generator,0.718,0.357,0.488,0.8162042969099199,0.0597,cheerful
1694,Putta Midha Pala Pitta Dj,Relare Ganga,https://open.spotify.com/embed/track/45sDbOQezSm9nYIOqXxu05?utm_source=generator,0.699,0.214,0.0676,0.9665067493071904,0.0942,energetic
1695,Syamasundaraa,Various Artists,https://open.spotify.com/embed/track/4CMXukS5reNAAOtN5pNOp7?utm_source=generator,0.351,0.974,0.279,0.6442683035847314,0.161,Chill
